브랜드,isAnchor,fit,소재,앵커역할,정규화여유,성별,product,size,총장,어깨너비,가슴단면,소매길이,비고
자라,true,레귤러핏,shirt_casual,기반,regular,남성,리오셀-코튼 레귤러핏 셔츠,S,69.0,47.5,59.0,63.0,KR90·팔너비19.5·p06887301·자라garment실측·shirt_casual/regular 샘플2
자라,true,레귤러핏,shirt_casual,기반,regular,남성,리오셀-코튼 레귤러핏 셔츠,M,71.0,49.5,61.0,64.0,KR95-100·팔너비20.5·p06887301·자라garment실측·shirt_casual/regular 샘플2
자라,true,레귤러핏,shirt_casual,기반,regular,남성,리오셀-코튼 레귤러핏 셔츠,L,73.0,51.5,63.0,65.0,KR100-105·팔너비21.5·p06887301·자라garment실측·shirt_casual/regular 샘플2
자라,true,레귤러핏,shirt_casual,기반,regular,남성,리오셀-코튼 레귤러핏 셔츠,XL,75.0,53.5,65.0,66.0,KR105-110·팔너비22.5·p06887301·자라garment실측·shirt_casual/regular 샘플2
자라,true,레귤러핏,shirt_casual,기반,regular,남성,레귤러핏 코튼 셔츠,S,76.0,49.0,53.5,63.5,KR90·팔너비19.5·p07545938·자라garment실측·shirt_casual/regular 샘플3(원선정)
자라,true,레귤러핏,shirt_casual,기반,regular,남성,레귤러핏 코튼 셔츠,M,78.0,50.0,56.0,64.0,KR95-100·팔너비20.5·p07545938·자라garment실측·shirt_casual/regular 샘플3(원선정)
자라,true,레귤러핏,shirt_casual,기반,regular,남성,레귤러핏 코튼 셔츠,L,80.0,51.0,58.5,64.5,KR100-105·팔너비21.5·p07545938·자라garment실측·shirt_casual/regular 샘플3(원선정)
자라,true,레귤러핏,shirt_casual,기반,regular,남성,레귤러핏 코튼 셔츠,XL,82.0,52.0,61.0,65.0,KR105-110·팔너비22.5·p07545938·자라garment실측·shirt_casual/regular 샘플3(원선정)
자라,true,릴렉스핏,shirt_casual,기반,loose,남성,린넨-코튼 릴렉스핏 셔츠,S,74.0,48.0,58.0,60.0,KR90·팔너비19.0·p01063412·자라garment실측
자라,true,릴렉스핏,shirt_casual,기반,loose,남성,린넨-코튼 릴렉스핏 셔츠,M,75.0,49.0,60.0,61.5,KR95-100·팔너비20.0·p01063412·자라garment실측
자라,true,릴렉스핏,shirt_casual,기반,loose,남성,린넨-코튼 릴렉스핏 셔츠,L,76.0,50.0,62.0,63.0,KR100-105·팔너비21.0·p01063412·자라garment실측
자라,true,릴렉스핏,shirt_casual,기반,loose,남성,린넨-코튼 릴렉스핏 셔츠,XL,77.0,51.0,64.0,64.5,KR105-110·팔너비22.0·p01063412·자라garment실측
자라,true,릴렉스핏,shirt_casual,기반,loose,남성,린넨-코튼 릴렉스핏 셔츠,XXL,78.0,52.0,66.0,66.0,KR115·팔너비23.0·p01063412·자라garment실측
자라,true,릴렉스핏(오버),shirt_casual,기반,oversize,남성,릴렉스핏 텍스처 오버셔츠,S,71.0,55.0,73.5,60.5,KR90·팔너비22.0·p07380101·자라garment실측
자라,true,릴렉스핏(오버),shirt_casual,기반,oversize,남성,릴렉스핏 텍스처 오버셔츠,M,72.0,56.5,75.0,61.0,KR95-100·팔너비23.0·p07380101·자라garment실측
자라,true,릴렉스핏(오버),shirt_casual,기반,oversize,남성,릴렉스핏 텍스처 오버셔츠,L,73.0,58.0,76.5,61.5,KR100-105·팔너비24.0·p07380101·자라garment실측
자라,true,릴렉스핏(오버),shirt_casual,기반,oversize,남성,릴렉스핏 텍스처 오버셔츠,XL,74.0,59.5,78.0,62.0,KR105-110·팔너비25.0·p07380101·자라garment실측
자라,true,레귤러(추정),tee,기반,regular,남성,라이트웨이트 롱 슬리브 티셔츠,S,69.0,49.0,58.0,63.0,KR90·팔너비22.0·p04231300·자라garment실측
자라,true,레귤러(추정),tee,기반,regular,남성,라이트웨이트 롱 슬리브 티셔츠,M,70.5,50.5,60.0,64.0,KR95-100·팔너비23.0·p04231300·자라garment실측
자라,true,레귤러(추정),tee,기반,regular,남성,라이트웨이트 롱 슬리브 티셔츠,L,72.0,52.0,62.0,65.0,KR100-105·팔너비24.0·p04231300·자라garment실측
자라,true,레귤러(추정),tee,기반,regular,남성,라이트웨이트 롱 슬리브 티셔츠,XL,73.5,53.5,64.0,66.0,KR105-110·팔너비25.0·p04231300·자라garment실측
자라,true,레귤러핏,knit,기반,regular,남성,레귤러핏 니트 셔츠,M,64.0,48.5,58.0,59.5,KR95-100·팔너비17.5·p06674437·자라garment실측
자라,true,레귤러핏,knit,기반,regular,남성,레귤러핏 니트 셔츠,L,65.0,49.5,60.0,60.5,KR100-105·팔너비18.5·p06674437·자라garment실측
자라,true,레귤러핏,knit,기반,regular,남성,레귤러핏 니트 셔츠,XL,66.0,50.5,62.0,61.5,KR105-110·팔너비19.5·p06674437·자라garment실측
자라,true,릴렉스핏,knit,기반,loose,남성,울 브이넥 스웨터,S,59.5,42.5,47.0,61.0,KR90·팔너비16.0·p07140100·자라garment실측
자라,true,릴렉스핏,knit,기반,loose,남성,울 브이넥 스웨터,M,61.5,43.5,49.0,62.5,KR95-100·팔너비16.5·p07140100·자라garment실측
자라,true,릴렉스핏,knit,기반,loose,남성,울 브이넥 스웨터,L,63.5,44.5,51.0,64.0,KR100-105·팔너비17.0·p07140100·자라garment실측
자라,true,타이트핏,shirt_casual,기반,slim,여성,스트라이프 포플린 타이트핏 셔츠,XS,72.0,45.0,46.0,61.0,KR44·팔너비19.5·p04764801·자라garment실측
자라,true,타이트핏,shirt_casual,기반,slim,여성,스트라이프 포플린 타이트핏 셔츠,S,73.0,47.0,48.0,61.5,KR55·팔너비20.0·p04764801·자라garment실측
자라,true,타이트핏,shirt_casual,기반,slim,여성,스트라이프 포플린 타이트핏 셔츠,M,74.0,49.0,50.0,62.0,KR66·팔너비20.5·p04764801·자라garment실측
자라,true,타이트핏,shirt_casual,기반,slim,여성,스트라이프 포플린 타이트핏 셔츠,L,75.0,51.0,52.0,62.5,KR77·팔너비21.0·p04764801·자라garment실측
자라,true,레귤러(무라벨),shirt_casual,기반,regular,여성,스트라이프 포플린 셔츠,XS,69.5,43.0,51.0,61.0,KR44·팔너비16.5·p04661023·자라garment실측
자라,true,레귤러(무라벨),shirt_casual,기반,regular,여성,스트라이프 포플린 셔츠,S,70.5,44.5,53.5,62.0,KR55·팔너비17.5·p04661023·자라garment실측
자라,true,레귤러(무라벨),shirt_casual,기반,regular,여성,스트라이프 포플린 셔츠,M,71.5,46.0,56.0,63.0,KR66·팔너비18.5·p04661023·자라garment실측
자라,true,레귤러(무라벨),shirt_casual,기반,regular,여성,스트라이프 포플린 셔츠,L,72.5,47.5,58.5,64.0,KR77·팔너비19.5·p04661023·자라garment실측
자라,true,레귤러(무라벨),shirt_casual,기반,regular,여성,스트라이프 포플린 셔츠,XL,73.5,49.0,61.0,65.0,KR88·팔너비20.5·p04661023·자라garment실측
자라,true,레귤러(무라벨),shirt_casual,기반,regular,여성,스트라이프 포플린 셔츠,XXL,74.5,50.5,63.5,66.0,KR99·팔너비21.5·p04661023·자라garment실측
자라,true,오버사이즈,shirt_casual,기반,oversize,여성,오버사이즈 포켓 거즈 셔츠,XS,71.0,53.5,61.0,53.0,KR44·팔너비21.5·p07521001·자라garment실측
자라,true,오버사이즈,shirt_casual,기반,oversize,여성,오버사이즈 포켓 거즈 셔츠,S,71.5,55.0,63.0,54.0,KR55·팔너비22.0·p07521001·자라garment실측
자라,true,오버사이즈,shirt_casual,기반,oversize,여성,오버사이즈 포켓 거즈 셔츠,M,72.0,56.5,65.0,55.0,KR66·팔너비22.5·p07521001·자라garment실측
자라,true,오버사이즈,shirt_casual,기반,oversize,여성,오버사이즈 포켓 거즈 셔츠,L,72.5,58.0,67.0,56.0,KR77·팔너비23.0·p07521001·자라garment실측
자라,true,오버사이즈,shirt_casual,기반,oversize,여성,오버사이즈 포켓 거즈 셔츠,XL,73.0,59.5,69.0,57.0,KR88·팔너비23.5·p07521001·자라garment실측
자라,true,오버사이즈,shirt_casual,기반,oversize,여성,오버사이즈 포켓 거즈 셔츠,XXL,73.5,61.0,71.0,58.0,KR99·팔너비24.0·p07521001·자라garment실측
자라,true,슬림핏,tee,기반,slim,여성,수피마 롱 슬리브 티셔츠,S,61.0,33.0,35.0,74.0,KR55·팔너비13.0·p00264006·자라garment실측
자라,true,슬림핏,tee,기반,slim,여성,수피마 롱 슬리브 티셔츠,M,62.0,34.0,36.5,76.0,KR66·팔너비13.5·p00264006·자라garment실측
자라,true,슬림핏,tee,기반,slim,여성,수피마 롱 슬리브 티셔츠,L,63.0,35.0,38.0,78.0,KR77·팔너비14.0·p00264006·자라garment실측
자라,true,레귤러(무라벨),tee,기반,regular,여성,스트라이프 롱 슬리브 티셔츠,S,63.0,49.0,49.0,57.5,KR55·팔너비16.5·p06912252·자라garment실측
자라,true,레귤러(무라벨),tee,기반,regular,여성,스트라이프 롱 슬리브 티셔츠,M,64.5,50.0,51.0,59.0,KR66·팔너비17.0·p06912252·자라garment실측
자라,true,레귤러(무라벨),tee,기반,regular,여성,스트라이프 롱 슬리브 티셔츠,L,67.0,53.0,53.0,59.5,KR77·팔너비18.5·p06912252·자라garment실측
자라,true,레귤러(무라벨),tee,기반,regular,여성,스트라이프 롱 슬리브 티셔츠,XL,69.0,55.0,55.0,60.5,KR88·팔너비19.5·p06912252·자라garment실측
자라,true,루즈(추정·무라벨),tee,기반,loose,여성,컷아웃 프린트 티셔츠,S,65.5,52.5,54.0,55.0,KR55·팔너비22.5·p00085056·자라garment실측
자라,true,루즈(추정·무라벨),tee,기반,loose,여성,컷아웃 프린트 티셔츠,M,68.5,54.0,57.0,56.0,KR66·팔너비23.0·p00085056·자라garment실측
자라,true,루즈(추정·무라벨),tee,기반,loose,여성,컷아웃 프린트 티셔츠,L,71.5,55.5,60.0,57.0,KR77·팔너비23.5·p00085056·자라garment실측
자라,true,오버사이즈,tee,기반,oversize,여성,루즈핏 오버사이즈 티셔츠,S,61.5,60.0,65.5,46.0,KR55·팔너비19.0·p05580004·자라garment실측·소매46긴팔미확정(3부/드롭숄더가능)
자라,true,오버사이즈,tee,기반,oversize,여성,루즈핏 오버사이즈 티셔츠,M,63.5,62.0,66.5,46.5,KR66·팔너비20.5·p05580004·자라garment실측·소매46긴팔미확정(3부/드롭숄더가능)
자라,true,오버사이즈,tee,기반,oversize,여성,루즈핏 오버사이즈 티셔츠,L,65.5,64.0,67.5,47.0,KR77·팔너비22.0·p05580004·자라garment실측·소매46긴팔미확정(3부/드롭숄더가능)
자라,true,오버사이즈(loose통칭),shirt_casual,기반,loose,여성,스트라이프 오버사이즈 셔츠,XS,72.0,47.0,55.0,55.0,KR44·팔너비26.0·p07484107·자라garment실측·loose(라벨=오버사이즈)
자라,true,오버사이즈(loose통칭),shirt_casual,기반,loose,여성,스트라이프 오버사이즈 셔츠,S,73.0,48.0,57.0,55.5,KR55·팔너비26.5·p07484107·자라garment실측·loose(라벨=오버사이즈)
자라,true,오버사이즈(loose통칭),shirt_casual,기반,loose,여성,스트라이프 오버사이즈 셔츠,M,74.0,49.0,59.0,56.0,KR66·팔너비27.0·p07484107·자라garment실측·loose(라벨=오버사이즈)
자라,true,오버사이즈(loose통칭),shirt_casual,기반,loose,여성,스트라이프 오버사이즈 셔츠,L,75.0,50.0,61.0,56.5,KR77·팔너비27.5·p07484107·자라garment실측·loose(라벨=오버사이즈)
자라,true,오버사이즈(loose통칭),shirt_casual,기반,loose,여성,스트라이프 오버사이즈 셔츠,XL,76.0,51.0,63.0,57.0,KR88·팔너비28.0·p07484107·자라garment실측·loose(라벨=오버사이즈)
자라,true,오버사이즈(loose통칭),shirt_casual,기반,loose,여성,오버사이즈 옥스퍼드 셔츠,XS,68.0,49.0,57.5,70.0,KR44·팔너비20.0·p02006893·자라garment실측·loose(라벨=오버사이즈)
자라,true,오버사이즈(loose통칭),shirt_casual,기반,loose,여성,오버사이즈 옥스퍼드 셔츠,S,68.5,52.0,59.5,72.0,KR55·팔너비20.5·p02006893·자라garment실측·loose(라벨=오버사이즈)
자라,true,오버사이즈(loose통칭),shirt_casual,기반,loose,여성,오버사이즈 옥스퍼드 셔츠,M,69.0,55.0,61.5,74.0,KR66·팔너비21.0·p02006893·자라garment실측·loose(라벨=오버사이즈)
자라,true,오버사이즈(loose통칭),shirt_casual,기반,loose,여성,오버사이즈 옥스퍼드 셔츠,L,69.5,58.0,63.5,76.0,KR77·팔너비21.5·p02006893·자라garment실측·loose(라벨=오버사이즈)
자라,true,오버사이즈(loose통칭),shirt_casual,기반,loose,여성,오버사이즈 옥스퍼드 셔츠,XL,70.0,61.0,65.5,78.0,KR88·팔너비22.0·p02006893·자라garment실측·loose(라벨=오버사이즈)
자라,true,무라벨,knit,기반,slim,여성,울 크로스 하이넥 스웨터,S,60.5,34.5,37.0,56.5,KR55·팔너비14.0·p02893194·자라garment실측
자라,true,무라벨,knit,기반,slim,여성,울 크로스 하이넥 스웨터,M,62.0,36.5,39.0,57.5,KR66·팔너비15.0·p02893194·자라garment실측
자라,true,무라벨,knit,기반,slim,여성,울 크로스 하이넥 스웨터,L,63.5,38.5,41.0,58.5,KR77·팔너비16.0·p02893194·자라garment실측
자라,true,무라벨,knit,기반,slim,여성,울 크로스 하이넥 스웨터,XL,65.0,40.5,43.0,59.5,KR88·팔너비17.0·p02893194·자라garment실측
자라,true,베이직,knit,기반,regular,여성,베이직 플레인 니트 스웨터,S,56.0,31.5,41.0,56.5,KR55·팔너비13.5·p08851181·자라garment실측
자라,true,베이직,knit,기반,regular,여성,베이직 플레인 니트 스웨터,M,58.0,34.0,43.0,57.0,KR66·팔너비14.0·p08851181·자라garment실측
자라,true,베이직,knit,기반,regular,여성,베이직 플레인 니트 스웨터,L,60.0,36.5,45.0,57.5,KR77·팔너비14.5·p08851181·자라garment실측
자라,true,베이직,knit,기반,regular,여성,베이직 플레인 니트 스웨터,XL,62.0,39.0,47.0,58.0,KR88·팔너비15.0·p08851181·자라garment실측
자라,true,베이직,knit,기반,regular,여성,베이직 플레인 니트 스웨터,XXL,64.0,41.5,49.0,58.5,KR99·팔너비15.5·p08851181·자라garment실측
자라,true,무라벨,knit,기반,regular,여성,스트라이프 니트 스웨터,S,60.0,37.0,47.5,61.5,KR55·팔너비15.0·p03471024·자라garment실측
자라,true,무라벨,knit,기반,regular,여성,스트라이프 니트 스웨터,M,61.5,39.0,49.5,62.5,KR66·팔너비15.5·p03471024·자라garment실측
자라,true,무라벨,knit,기반,regular,여성,스트라이프 니트 스웨터,L,63.0,41.0,51.5,63.5,KR77·팔너비16.0·p03471024·자라garment실측
자라,true,롱(relaxed),knit,기반,loose,여성,롱 니트 스웨터,S,70.0,54.5,57.0,48.5,KR55·팔너비17.5·p05755005·자라garment실측
자라,true,롱(relaxed),knit,기반,loose,여성,롱 니트 스웨터,M,71.0,55.5,59.0,49.0,KR66·팔너비18.0·p05755005·자라garment실측
자라,true,롱(relaxed),knit,기반,loose,여성,롱 니트 스웨터,L,72.0,56.5,61.0,49.5,KR77·팔너비18.5·p05755005·자라garment실측
자라,true,롱(relaxed),knit,기반,loose,여성,롱 니트 스웨터,XL,73.0,57.5,63.0,50.0,KR88·팔너비19.0·p05755005·자라garment실측
자라,true,무라벨,knit,기반,loose,여성,소프트 니트 스웨터,XS,53.5,61.5,58.0,47.0,KR44·팔너비21.0·p02142161·자라garment실측
자라,true,무라벨,knit,기반,loose,여성,소프트 니트 스웨터,S,55.5,63.5,60.0,47.5,KR55·팔너비22.0·p02142161·자라garment실측
자라,true,무라벨,knit,기반,loose,여성,소프트 니트 스웨터,M,57.5,65.5,62.0,48.0,KR66·팔너비23.0·p02142161·자라garment실측
자라,true,무라벨,knit,기반,loose,여성,소프트 니트 스웨터,L,59.5,67.5,64.0,48.5,KR77·팔너비24.0·p02142161·자라garment실측
자라,true,무라벨,knit,기반,loose,여성,소프트 니트 스웨터,XL,61.5,69.5,66.0,49.0,KR88·팔너비25.0·p02142161·자라garment실측
자라,true,오버사이즈,knit,기반,oversize,여성,울 오버사이즈 스웨터,S-M,69.0,78.0,80.0,42.0,KR55-66·팔너비21.0·p00837101·자라garment실측
자라,true,오버사이즈,knit,기반,oversize,여성,울 오버사이즈 스웨터,L-XL,71.0,81.0,83.0,43.0,KR77-88·팔너비22.5·p00837101·자라garment실측
자라,true,오버사이즈,knit,기반,oversize,여성,오버사이즈 니트 스웨터,S-M,64.5,34.5,45.0,38.0,KR55-66·팔너비29.0·p06427027·자라garment실측·크롭오버(박시)·가슴45·팔너비29
자라,true,오버사이즈,knit,기반,oversize,여성,오버사이즈 니트 스웨터,L-XL,67.0,36.5,49.0,40.0,KR77-88·팔너비30.5·p06427027·자라garment실측·크롭오버(박시)·가슴45·팔너비29
자라,true,오버사이즈,shirt_casual,기반,oversize,남성,오버사이즈 핏 옥스퍼드 셔츠,S,69.0,59.0,63.5,56.5,KR90·팔너비26.0·p01195245·자라garment실측
자라,true,오버사이즈,shirt_casual,기반,oversize,남성,오버사이즈 핏 옥스퍼드 셔츠,M,72.0,61.0,65.5,57.5,KR95-100·팔너비26.5·p01195245·자라garment실측
자라,true,오버사이즈,shirt_casual,기반,oversize,남성,오버사이즈 핏 옥스퍼드 셔츠,L,75.0,63.0,67.5,58.5,KR100-105·팔너비27.0·p01195245·자라garment실측
자라,true,오버사이즈,shirt_casual,기반,oversize,남성,오버사이즈 핏 옥스퍼드 셔츠,XL,78.0,65.0,69.5,59.5,KR105-110·팔너비27.5·p01195245·자라garment실측
자라,true,박시핏,shirt_casual,기반,oversize,남성,박시핏 체크 셔츠,S,63.0,50.5,61.5,64.5,KR90·팔너비22.0·p04439197·자라garment실측
자라,true,박시핏,shirt_casual,기반,oversize,남성,박시핏 체크 셔츠,M,65.0,52.0,63.0,65.0,KR95-100·팔너비23.0·p04439197·자라garment실측
자라,true,박시핏,shirt_casual,기반,oversize,남성,박시핏 체크 셔츠,L,67.0,53.5,64.5,65.5,KR100-105·팔너비24.0·p04439197·자라garment실측
자라,true,박시핏,shirt_casual,기반,oversize,남성,박시핏 체크 셔츠,XL,69.0,55.0,66.0,66.0,KR105-110·팔너비25.0·p04439197·자라garment실측
자라,true,박시핏,sweat,파생,oversize,남성,밴드 자수 박시핏 스웨트셔츠,S,65.5,55.0,62.5,57.5,KR90·팔너비23.0·p00526442·자라garment실측
자라,true,박시핏,sweat,파생,oversize,남성,밴드 자수 박시핏 스웨트셔츠,M,67.0,56.5,64.5,59.0,KR95-100·팔너비24.0·p00526442·자라garment실측
자라,true,박시핏,sweat,파생,oversize,남성,밴드 자수 박시핏 스웨트셔츠,L,68.5,58.0,66.5,60.5,KR100-105·팔너비25.0·p00526442·자라garment실측
자라,true,박시핏,sweat,파생,oversize,남성,밴드 자수 박시핏 스웨트셔츠,XL,70.0,59.5,68.5,62.0,KR105-110·팔너비26.0·p00526442·자라garment실측
자라,true,슬림핏,shirt_casual,기반,slim,남성,슬림핏 셔츠,S,75.5,44.0,54.5,64.0,KR90·팔너비21.0·p04408147·자라garment실측
자라,true,슬림핏,shirt_casual,기반,slim,남성,슬림핏 셔츠,M,77.5,46.0,56.0,65.0,KR95-100·팔너비21.5·p04408147·자라garment실측
자라,true,슬림핏,shirt_casual,기반,slim,남성,슬림핏 셔츠,L,79.5,48.0,57.5,66.0,KR100-105·팔너비22.0·p04408147·자라garment실측
자라,true,슬림핏,shirt_casual,기반,slim,남성,슬림핏 셔츠,XL,81.5,50.0,59.0,67.0,KR105-110·팔너비22.5·p04408147·자라garment실측
자라,true,레귤러(무라벨),knit,기반,regular,남성,꽈배기 스트럭처 스웨터,M,68.5,46.5,50.5,64.5,KR95-100·팔너비17.0·p07140401·자라garment실측
자라,true,레귤러(무라벨),knit,기반,regular,남성,꽈배기 스트럭처 스웨터,L,69.0,47.5,52.5,65.5,KR100-105·팔너비18.0·p07140401·자라garment실측
자라,true,레귤러(무라벨),knit,기반,regular,남성,꽈배기 스트럭처 스웨터,XL,69.5,48.5,54.5,66.5,KR105-110·팔너비19.0·p07140401·자라garment실측
자라,true,슬림핏,shirt_dress,기반,slim,남성,커프스 링크스 슬림핏 셔츠,S,75.5,44.0,48.0,61.5,KR90·팔너비16.0·p06658270·자라garment실측
자라,true,슬림핏,shirt_dress,기반,slim,남성,커프스 링크스 슬림핏 셔츠,M,77.5,46.0,52.0,63.5,KR95-100·팔너비18.0·p06658270·자라garment실측
자라,true,슬림핏,shirt_dress,기반,slim,남성,커프스 링크스 슬림핏 셔츠,L,79.5,48.0,56.0,65.5,KR100-105·팔너비20.0·p06658270·자라garment실측
자라,true,슬림핏,shirt_dress,기반,slim,남성,커프스 링크스 슬림핏 셔츠,XL,81.5,50.0,60.0,67.5,KR105-110·팔너비22.0·p06658270·자라garment실측
자라,true,레귤러(무라벨),shirt_casual,기반,regular,남성,엘라스틱 스트럭처 셔츠,S,75.0,44.0,46.0,66.0,KR90·팔너비18.5·p04047476·자라garment실측
자라,true,레귤러(무라벨),shirt_casual,기반,regular,남성,엘라스틱 스트럭처 셔츠,M,77.0,46.0,50.0,66.5,KR95-100·팔너비19.5·p04047476·자라garment실측
자라,true,레귤러(무라벨),shirt_casual,기반,regular,남성,엘라스틱 스트럭처 셔츠,L,79.0,48.0,54.0,67.0,KR100-105·팔너비20.5·p04047476·자라garment실측
자라,true,레귤러(무라벨),shirt_casual,기반,regular,남성,엘라스틱 스트럭처 셔츠,XL,81.0,50.0,58.0,67.5,KR105-110·팔너비21.5·p04047476·자라garment실측
자라,true,슬림핏,tee,기반,slim,남성,슬림핏 베이직 티셔츠,S,67.5,45.0,44.5,62.0,KR90·팔너비16.0·p06019390·자라garment실측
자라,true,슬림핏,tee,기반,slim,남성,슬림핏 베이직 티셔츠,M,68.5,47.0,47.5,63.0,KR95-100·팔너비17.0·p06019390·자라garment실측
자라,true,슬림핏,tee,기반,slim,남성,슬림핏 베이직 티셔츠,L,69.5,49.0,50.5,64.0,KR100-105·팔너비18.0·p06019390·자라garment실측
자라,true,슬림핏,tee,기반,slim,남성,슬림핏 베이직 티셔츠,XL,70.5,51.0,53.5,65.0,KR105-110·팔너비19.0·p06019390·자라garment실측
자라,true,슬림핏,tee,기반,slim,남성,슬림핏 베이직 티셔츠,XXL,71.5,53.0,56.5,66.0,KR115·팔너비20.0·p06019390·자라garment실측
